Name,Span,Matches,Innings,Not Outs,Runs,Highest Score,Average,BF,Strike Rate,Hundreds,Fifties,Ducks,Fours,Sixes
R Brar (CYP),2021-2024,5,3,1,3,2*,1.50,7,42.85,0,0,1,0,0
S Byrne (MLT),2019-2019,2,2,0,3,3,1.50,9,33.33,0,0,1,0,0
CL Cairns (NZ),2005-2006,2,2,0,3,2,1.50,13,23.07,0,0,0,0,0
Y Cariah (WI),2022-2022,2,2,2,3,2*,-,4,75.00,0,0,0,0,0
AT Chuvale (MOZ),2022-2022,1,1,1,3,3*,-,8,37.50,0,0,0,0,0
JJ Davidson (SCOT),2024-2024,1,1,1,3,3*,-,4,75.00,0,0,0,0,0
D Dawa (BHU),2024-2024,5,2,2,3,2*,-,7,42.85,0,0,0,0,0
D de la Puente (Peru),2019-2019,2,2,1,3,2*,3.00,7,42.85,0,0,0,0,0
ST de Silva (SL),2017-2017,3,2,0,3,3,1.50,7,42.85,0,0,1,0,0
N Dhamba (OMA),2022-2022,1,1,0,3,3,3.00,6,50.00,0,0,0,0,0
KK Dobell (JPN),2022-2022,3,2,1,3,3*,3.00,6,50.00,0,0,1,0,0
O Duff (BUL),2024-2024,2,1,0,3,3,3.00,1,300.00,0,0,0,0,0
Fahad Ali (BRA),2019-2019,3,3,0,3,2,1.00,14,21.42,0,0,1,0,0
M Faheem (THA),2019-2020,7,3,0,3,2,1.00,7,42.85,0,0,1,0,0
Fawad Ahmed (AUS),2013-2013,2,1,1,3,3*,-,5,60.00,0,0,0,0,0
Fida Hussain (ITA),2019-2019,2,1,1,3,3*,-,4,75.00,0,0,0,0,0
AD Fofana (Mali),2024-2024,3,3,0,3,2,1.00,18,16.66,0,0,1,0,0
WT Gavera (PNG),2015-2017,6,2,0,3,2,1.50,6,50.00,0,0,0,0,0
AM Guruge (UAE),2014-2015,5,3,2,3,1*,3.00,8,37.50,0,0,0,0,0
H Hajnic (CRT),2023-2023,4,3,1,3,3*,1.50,42,7.14,0,0,2,0,0
Hamza Tahir (SCOT),2018-2024,17,2,1,3,3*,3.00,7,42.85,0,0,1,0,0
Harry Johnson (GUE),2024-2024,9,2,1,3,2*,3.00,3,100.00,0,0,0,0,0
Hussain Saadhin (MDV),2023-2023,2,1,0,3,3,3.00,9,33.33,0,0,0,0,0
Joshua Asia (NGA),2022-2024,16,4,1,3,2*,1.00,11,27.27,0,0,2,0,0
Junaid Khan (PAK),2011-2014,9,2,2,3,3*,-,4,75.00,0,0,0,0,0
MS Kasprowicz (AUS),2005-2005,2,1,1,3,3*,-,5,60.00,0,0,0,0,0
GJP Kruger (SA),2006-2006,1,1,0,3,3,3.00,5,60.00,0,0,0,0,0
K Kubota (JPN),2022-2024,16,4,3,3,2,3.00,6,50.00,0,0,0,0,0
BLCS Kumara (CYP),2021-2021,2,2,0,3,3,1.50,7,42.85,0,0,1,0,0
TK Lal (CZK-R),2022-2022,8,3,2,3,3*,3.00,10,30.00,0,0,1,0,0
B Lewis (Blz),2024-2024,6,3,2,3,2,3.00,8,37.50,0,0,0,0,0
Lwin Maw (MYAN),2024-2024,2,1,0,3,3,3.00,5,60.00,0,0,0,0,0
Mahmad Data (PAN),2019-2023,4,2,0,3,3,1.50,6,50.00,0,0,1,0,0
Muhammad Tahir (GRC),2024-2024,2,1,0,3,3,3.00,10,30.00,0,0,0,0,0
Nazmul Hossain (BAN),2009-2012,4,2,2,3,3*,-,15,20.00,0,0,0,0,0
N Nazmussakib (SKOR),2022-2022,2,1,0,3,3,3.00,7,42.85,0,0,0,0,0
Noah Mead (Samoa),2024-2024,6,2,0,3,3,1.50,4,75.00,0,0,1,0,0
R Olipa (UGA),2019-2019,2,1,0,3,3,3.00,4,75.00,0,0,0,0,0
M Patel (PAN),2019-2019,2,1,1,3,3*,-,6,50.00,0,0,0,0,0
W Perchard (JER),2024-2024,1,1,1,3,3*,-,2,150.00,0,0,0,0,0
Rahmat Shah (AFG),2024-2024,1,1,0,3,3,3.00,6,50.00,0,0,0,0,0
Rajab Hussain (HKG),2024-2024,2,2,1,3,2,3.00,6,50.00,0,0,0,0,0
Rashid Khan (NEP),2019-2024,2,1,0,3,3,3.00,5,60.00,0,0,0,0,0
Raunaq Kapur (HKG),2024-2024,1,1,0,3,3,3.00,5,60.00,0,0,0,0,0
KAJ Roach (WI),2008-2012,11,1,1,3,3*,-,2,150.00,0,0,0,0,0
Samiallah Khalil (SWE),2022-2022,2,2,0,3,2,1.50,6,50.00,0,0,0,0,0
E Samson (ISR),2022-2022,3,2,1,3,3*,3.00,3,100.00,0,0,1,0,0
MM Sharma (IND),2014-2015,8,2,2,3,3*,-,7,42.85,0,0,0,0,0
P Sibiya (SWZ),2022-2022,1,1,1,3,3*,-,6,50.00,0,0,0,0,0
K Sinclair (WI),2021-2021,6,2,1,3,3,3.00,9,33.33,0,0,0,0,0
RP Singh (IND),2007-2009,10,2,2,3,2*,-,3,100.00,0,0,0,0,0
P Thongsa (THA),2022-2022,2,2,1,3,2*,3.00,13,23.07,0,0,0,0,0
NL Ujawe (SVN),2022-2022,4,3,2,3,1*,3.00,4,75.00,0,0,0,0,0
R Ulutuna (TKY),2019-2019,4,4,0,3,1,0.75,16,18.75,0,0,1,0,0
E Walker (IOM),2023-2023,5,4,4,3,2*,-,19,15.78,0,0,0,0,0
Wang Qi (CHN),2023-2023,4,4,1,3,2*,1.00,16,18.75,0,0,2,0,0
Waseeq Ahmed (BHR),2021-2022,16,3,3,3,1*,-,4,75.00,0,0,0,0,0
L Wood (ENG),2022-2023,5,1,0,3,3,3.00,4,75.00,0,0,0,0,0
Yash Singh (MLT),2023-2023,6,1,0,3,3,3.00,12,25.00,0,0,0,0,0
Zahid Hussain (CAN),2012-2012,3,2,2,3,2*,-,8,37.50,0,0,0,0,0
Aakash Chand (NEP),2024-2024,3,2,1,2,2,2.00,6,33.33,0,0,0,0,0
Abu Zar (SWE),2023-2023,2,2,0,2,2,1.00,5,40.00,0,0,1,0,0
Adel Kolasangiani (Iran),2020-2020,1,1,1,2,2*,-,4,50.00,0,0,0,0,0
Aftab Alam (AFG),2012-2018,12,5,3,2,1*,1.00,9,22.22,0,0,1,0,0
Ahmad Raza (KSA),2024-2024,5,2,2,2,2*,-,4,50.00,0,0,0,0,0
Akash Babu (QAT),2022-2022,7,3,0,2,2,0.66,6,33.33,0,0,2,0,0
Anmoldeep Singh (ITA),2022-2022,4,1,0,2,2,2.00,7,28.57,0,0,0,0,0
Arshad Hayat (CZK-R),2019-2019,7,2,0,2,2,1.00,7,28.57,0,0,1,0,0
Aviel Warsulkar (ISR),2024-2024,2,2,2,2,2*,-,3,66.66,0,0,0,0,0
KMC Bandara (SL),2016-2016,1,1,1,2,2*,-,4,50.00,0,0,0,0,0
I Bardis (GRC),2022-2022,2,2,1,2,2*,2.00,6,33.33,0,0,1,0,0
A Bhattarai (NEP),2014-2014,1,1,0,2,2,2.00,3,66.66,0,0,0,0,0
AAH Bhikari (Sur),2024-2024,5,2,0,2,1,1.00,11,18.18,0,0,0,0,0
Bilal Aftab (DEN),2021-2021,3,2,1,2,1*,2.00,3,66.66,0,0,0,0,0
M Brasier (FIN),2022-2023,3,3,1,2,1*,1.00,9,22.22,0,0,1,0,0
JP Bray (IRE),2009-2009,2,2,0,2,2,1.00,17,11.76,0,0,1,0,0
GB Brent (ZIM),2006-2007,3,1,0,2,2,2.00,5,40.00,0,0,0,0,0
T Buri (THA),2022-2022,1,1,0,2,2,2.00,6,33.33,0,0,0,0,0
S Chaudhary (CZK-R),2022-2024,7,2,1,2,2,2.00,5,40.00,0,0,0,0,0
Choudhry Md Imran (KSA),2024-2024,4,2,0,2,2,1.00,3,66.66,0,0,1,0,0
H Dajc (SRB),2019-2019,2,2,1,2,2*,2.00,3,66.66,0,0,1,0,0
Dawlat Ahmadzai (AFG),2010-2010,2,1,1,2,2*,-,3,66.66,0,0,0,0,0
DV Devjani Mutreja (Mex),2024-2024,5,4,1,2,1*,0.66,13,15.38,0,0,2,0,0
S di Bartolomeo (ITA),2023-2024,7,1,1,2,2*,-,2,100.00,0,0,0,0,0
PK Dimitri (CIV),2024-2024,5,5,3,2,2*,1.00,10,20.00,0,0,2,0,0
A Donovan (PHI),2024-2024,3,2,1,2,1*,2.00,10,20.00,0,0,0,0,0
DT Doram (NED),2024-2024,6,2,2,2,2*,-,1,200.00,0,0,0,0,0
A Dowling (BUL),2024-2024,1,1,0,2,2,2.00,3,66.66,0,0,0,0,0
Ronald Ebanks (CAY),2024-2024,6,3,0,2,2,0.66,6,33.33,0,0,2,0,0
Emran Shahbakhsh (Iran),2020-2020,3,3,1,2,2*,1.00,8,25.00,0,0,2,0,0
MVT Fernando (SL),2017-2017,1,1,0,2,2,2.00,2,100.00,0,0,0,0,0
Franz Bur (Arg),2024-2024,1,1,1,2,2*,-,7,28.57,0,0,0,0,0
C Fry (LUX),2019-2019,3,1,0,2,2,2.00,6,33.33,0,0,0,0,0
K Fubler (BER),2024-2024,7,1,1,2,2*,-,2,100.00,0,0,0,0,0
D Ganesh (CRC),2024-2024,5,4,1,2,1*,0.66,10,20.00,0,0,2,0,0
GHS Garton (ENG),2022-2022,1,1,0,2,2,2.00,4,50.00,0,0,0,0,0
M Gherasim (ROM),2020-2022,12,3,1,2,2,1.00,6,33.33,0,0,1,0,0
RJ Gleeson (ENG),2022-2022,6,2,0,2,2,1.00,4,50.00,0,0,1,0,0
MK Gnanasekaram (SUI),2023-2023,7,1,1,2,2*,-,2,100.00,0,0,0,0,0
CJ Green (AUS),2023-2023,1,1,1,2,2*,-,3,66.66,0,0,0,0,0
Jandu Hamoud (KUW),2019-2019,6,1,0,2,2,2.00,4,50.00,0,0,0,0,0
RJ Harris (AUS),2010-2010,3,1,1,2,2*,-,1,200.00,0,0,0,0,0
CV Harrison (GIBR),2021-2021,7,2,1,2,2,2.00,4,50.00,0,0,0,0,0
BW Hilfenhaus (AUS),2007-2012,7,3,1,2,2,1.00,10,20.00,0,0,1,0,0
AJ Ireland (ZIM),2006-2006,1,1,1,2,2*,-,3,66.66,0,0,0,0,0
S Kansoy (TKY),2019-2019,4,4,0,2,2,0.50,7,28.57,0,0,3,0,0
NA Karnik (SGP),2022-2022,4,1,1,2,2*,-,14,14.28,0,0,0,0,0
T Kirk (GUE),2023-2023,1,1,0,2,2,2.00,5,40.00,0,0,0,0,0
RJ Kirtley (ENG),2007-2007,1,1,1,2,2*,-,4,50.00,0,0,0,0,0
Kuldeep Gurjar (SKOR),2022-2022,2,1,0,2,2,2.00,7,28.57,0,0,0,0,0
M Labuschagne (AUS),2022-2022,1,1,0,2,2,2.00,4,50.00,0,0,0,0,0
J Long (PHI),2019-2019,2,1,1,2,2*,-,6,33.33,0,0,0,0,0
D Madushanka (SL),2022-2024,15,5,1,2,1*,0.50,7,28.57,0,0,3,0,0
M Martin (SUI),2021-2021,1,1,0,2,2,2.00,6,33.33,0,0,0,0,0
MJ Mason (NZ),2006-2008,3,1,0,2,2,2.00,2,100.00,0,0,0,0,0
Masood Jayezeh (Iran),2020-2020,3,3,0,2,1,0.66,13,15.38,0,0,1,0,0
B Mejaro (LES),2024-2024,3,3,0,2,2,0.66,13,15.38,0,0,2,0,0
AR Menon (SGP),2023-2023,1,1,0,2,2,2.00,5,40.00,0,0,0,0,0
RP Mitchell (Bhm),2021-2021,5,4,3,2,1*,2.00,6,33.33,0,0,1,0,0
Mobashar Ashraf (Fran),2021-2021,2,1,0,2,2,2.00,4,50.00,0,0,0,0,0
D Mogan (MAS),2020-2021,3,1,0,2,2,2.00,8,25.00,0,0,0,0,0
Muhammad Jabir (QAT),2023-2024,22,6,3,2,2,0.66,7,28.57,0,0,2,0,0
Murat Yilmaz (TKY),2023-2023,3,2,1,2,2*,2.00,7,28.57,0,0,1,0,0
Muzammil Shahzad (PHI),2022-2022,3,3,0,2,1,0.66,16,12.50,0,0,1,0,0
Najeeb Amar (HKG),2014-2014,1,1,0,2,2,2.00,9,22.22,0,0,0,0,0
K Nima (BHU),2019-2019,1,1,1,2,2*,-,3,66.66,0,0,0,0,0
F Nkhoma (MWI),2019-2024,6,1,0,2,2,2.00,8,25.00,0,0,0,0,0
Noman Kamawi (Belg),2019-2019,1,1,0,2,2,2.00,7,28.57,0,0,0,0,0
L Nou (PNG),2015-2015,3,1,1,2,2*,-,3,66.66,0,0,0,0,0
S Nsubuga (UGA),2023-2023,15,3,1,2,1*,1.00,6,33.33,0,0,1,0,0
MAP Ovalle (Chile),2023-2023,2,1,0,2,2,2.00,8,25.00,0,0,0,0,0
SJ Patel (CZK-R),2021-2022,10,4,1,2,2*,0.66,11,18.18,0,0,3,0,0
H Pile (GIBR),2024-2024,2,1,0,2,2,2.00,6,33.33,0,0,0,0,0
S Pitabeddara (SKOR),2024-2024,3,2,0,2,2,1.00,4,50.00,0,0,1,0,0
B Pondani (MWI),2021-2024,32,4,3,2,2*,2.00,10,20.00,0,0,1,0,0
Pramod Madushan (SL),2022-2023,8,3,1,2,1*,1.00,4,50.00,0,0,1,0,0
S Saeed (MDV),2019-2019,5,1,0,2,2,2.00,4,50.00,0,0,0,0,0
Saif Ullah Malik (MAS),2024-2024,1,1,0,2,2,2.00,3,66.66,0,0,0,0,0
BS Sandhu (SVN),2022-2022,1,1,0,2,2,2.00,5,40.00,0,0,0,0,0
T Sangha (AUS),2023-2023,7,1,1,2,2*,-,4,50.00,0,0,0,0,0
R Sekaran (EST),2024-2024,4,1,1,2,2*,-,4,50.00,0,0,0,0,0
Shahrukh Quddus (KUW),2022-2024,11,3,3,2,2*,-,5,40.00,0,0,0,0,0
SM Sharma (UAE),2021-2023,4,1,1,2,2*,-,2,100.00,0,0,0,0,0
HB Shipley (NZ),2023-2023,5,2,2,2,1*,-,2,100.00,0,0,0,0,0
Shoaib Gazi Hossain (Chile),2019-2019,4,1,0,2,2,2.00,5,40.00,0,0,0,0,0
IC Simao (BRA),2024-2024,9,6,3,2,2*,0.66,11,18.18,0,0,3,0,0
GJ Snyman (SA),2021-2021,1,1,0,2,2,2.00,6,33.33,0,0,0,0,0
U Sorovakatini (Fiji),2023-2023,1,1,1,2,2*,-,1,200.00,0,0,0,0,0
S Stanikzay (Fran),2024-2024,9,3,0,2,2,0.66,5,40.00,0,0,2,0,0
L Stubbs (CRT),2023-2023,4,3,0,2,2,0.66,24,8.33,0,0,2,0,0
R Tanna (EST),2022-2022,1,1,1,2,2*,-,3,66.66,0,0,0,0,0
Tasaduq Hussain (SWE),2022-2022,3,2,0,2,2,1.00,6,33.33,0,0,1,0,0
Tashi Dorji (BHU),2024-2024,1,1,0,2,2,2.00,4,50.00,0,0,0,0,0
TO Thilappan (SGP),2023-2023,3,3,0,2,1,0.66,9,22.22,0,0,1,0,0
OSB Tilley (CRT),2024-2024,1,1,1,2,2*,-,2,100.00,0,0,0,0,0
LL Tsotsobe (SA),2009-2014,23,3,2,2,1*,2.00,10,20.00,0,0,0,0,0
T Turan (TKY),2019-2024,7,7,1,2,1*,0.33,24,8.33,0,0,5,0,0
Usman Shinwari (PAK),2013-2019,16,3,3,2,2*,-,3,66.66,0,0,0,0,0
S Vijayakumar (SGP),2019-2019,9,2,0,2,1,1.00,5,40.00,0,0,0,0,0
R Vinay Kumar (IND),2010-2013,9,1,1,2,2*,-,4,50.00,0,0,0,0,0
Vishil Patel (KENYA),2023-2024,16,4,1,2,2*,0.66,14,14.28,0,0,3,0,0
Waqar Ali (CYP),2021-2021,4,1,1,2,2*,-,2,100.00,0,0,0,0,0
Waqar Khan (Peru),2019-2019,4,2,1,2,2*,2.00,3,66.66,0,0,1,0,0
Waqas Raja (FIN),2019-2019,1,1,1,2,2*,-,2,100.00,0,0,0,0,0
DKD Warnakulasuriya (ITA),2021-2024,9,2,1,2,2*,2.00,13,15.38,0,0,1,0,0
UWMBCA Welegedara (SL),2010-2010,2,1,1,2,2*,-,3,66.66,0,0,0,0,0
Yin Chenhao (CHN),2023-2023,3,2,0,2,2,1.00,13,15.38,0,0,1,0,0
Yousif Wali (BHR),2022-2023,2,1,0,2,2,2.00,2,100.00,0,0,0,0,0
Zaheer Maqsood (UAE),2015-2016,3,1,0,2,2,2.00,5,40.00,0,0,0,0,0
Aarnav Patel (KENYA),2024-2024,2,1,1,1,1*,-,5,20.00,0,0,0,0,0
Abdul Rahman (Fran),2022-2022,1,1,1,1,1*,-,2,50.00,0,0,0,0,0
NJV Aburto (Chile),2023-2023,1,1,0,1,1,1.00,8,12.50,0,0,0,0,0
KK Ahmed (IND),2018-2024,18,2,2,1,1*,-,2,50.00,0,0,0,0,0
Ahsan ul Haq (KUW),2023-2023,3,2,0,1,1,0.50,6,16.66,0,0,1,0,0
J Allen (BRA),2019-2019,2,2,1,1,1*,1.00,4,25.00,0,0,1,0,0
HS Alta (TKY),2019-2019,4,4,1,1,1*,0.33,10,10.00,0,0,3,0,0
YJC Altamirano (CRC),2024-2024,2,2,1,1,1*,1.00,2,50.00,0,0,1,0,0
JM Anderson (ENG),2007-2009,19,4,3,1,1*,1.00,2,50.00,0,0,1,0,0
TM Anker (COK),2024-2024,1,1,1,1,1*,-,7,14.28,0,0,0,0,0
Aslam Doria (PAN),2021-2021,3,1,0,1,1,1.00,6,16.66,0,0,0,0,0
SYS Assegon (CAM),2024-2024,3,2,0,1,1,0.50,18,5.55,0,0,1,0,0
OEG Baartman (SA),2024-2024,12,2,0,1,1,0.50,6,16.66,0,0,1,0,0
Babar Ali (BHR),2019-2019,3,1,1,1,1*,-,1,100.00,0,0,0,0,0
T Batjargal (MNG),2024-2024,2,2,1,1,1*,1.00,3,33.33,0,0,1,0,0
HK Bennett (NZ),2020-2021,11,2,2,1,1*,-,2,50.00,0,0,0,0,0
DE Bernard (WI),2009-2009,1,1,1,1,1*,-,1,100.00,0,0,0,0,0
IIR Bhana (PAN),2023-2023,1,1,0,1,1,1.00,3,33.33,0,0,0,0,0
H Bharadwaj (SGP),2023-2024,12,2,0,1,1,0.50,6,16.66,0,0,1,0,0
S Bhari (NEP),2019-2021,9,5,3,1,1*,0.50,7,14.28,0,0,2,0,0
DE Bollinger (AUS),2011-2014,9,2,2,1,1*,-,1,100.00,0,0,0,0,0
DR Brown (SCOT),2007-2007,2,1,0,1,1,1.00,5,20.00,0,0,0,0,0
N Buckle (GUE),2019-2019,3,1,1,1,1*,-,1,100.00,0,0,0,0,0
N Burger (SA),2023-2024,2,1,0,1,1,1.00,3,33.33,0,0,0,0,0
C Cassell (SCOT),2024-2024,1,1,0,1,1,1.00,3,33.33,0,0,0,0,0
K Cawte (IOM),2022-2024,14,5,3,1,1*,0.50,9,11.11,0,0,2,0,0
SL Clephane (CZK-R),2022-2022,2,2,1,1,1,1.00,6,16.66,0,0,0,0,0
BRF Constanzo (Chile),2023-2023,1,1,0,1,1,1.00,5,20.00,0,0,0,0,0
JI de Villiers (NAM),2024-2024,2,2,0,1,1,0.50,3,33.33,0,0,1,0,0
R Dhakal (NEP),2024-2024,6,1,1,1,1*,-,1,100.00,0,0,0,0,0
R Dhawan (IND),2016-2016,1,1,1,1,1*,-,2,50.00,0,0,0,0,0
Dhiman Ghosh (BAN),2008-2008,1,1,0,1,1,1.00,2,50.00,0,0,0,0,0
HH Dippenaar (SA),2006-2006,1,1,0,1,1,1.00,5,20.00,0,0,0,0,0
QF Djakaridja (CIV),2024-2024,5,5,0,1,1,0.20,25,4.00,0,0,4,0,0
S Duggan (Arg),2023-2024,7,1,1,1,1*,-,3,33.33,0,0,0,0,0
BJ Dwarshuis (AUS),2022-2023,3,3,1,1,1,0.50,5,20.00,0,0,1,0,0
GDR Eranga (CAN),2019-2019,9,1,0,1,1,1.00,1,100.00,0,0,0,0,0
A Gavde (CAY),2019-2019,1,1,0,1,1,1.00,6,16.66,0,0,0,0,0
O Goker (TKY),2019-2019,1,1,1,1,1*,-,1,100.00,0,0,0,0,0
A Govorko (CRT),2024-2024,4,1,1,1,1*,-,1,100.00,0,0,0,0,0
GE Gutierrez Chavez (Mex),2024-2024,3,3,1,1,1*,0.50,4,25.00,0,0,2,0,0
Harprit Singh (Mex),2023-2024,2,1,1,1,1*,-,1,100.00,0,0,0,0,0
P Hingorani (ROM),2023-2024,8,3,2,1,1,1.00,6,16.66,0,0,0,0,0
AA Hussein (TAN),2022-2022,2,2,2,1,1*,-,1,100.00,0,0,0,0,0
RF Hutton (PHI),2023-2023,1,1,1,1,1*,-,1,100.00,0,0,0,0,0
GM Hyde (Blz),2019-2019,3,1,0,1,1,1.00,6,16.66,0,0,0,0,0
M Ibrahim (CIV),2024-2024,4,4,1,1,1,0.33,16,6.25,0,0,2,0,0
JM Iradukunda (RWN),2023-2023,3,2,0,1,1,0.50,3,33.33,0,0,1,0,0
W Jackson (MWI),2021-2023,4,1,0,1,1,1.00,7,14.28,0,0,0,0,0
S Jele (SWZ),2024-2024,5,3,1,1,1,0.50,3,33.33,0,0,1,0,0
JS Jesani (KENYA),2007-2007,1,1,0,1,1,1.00,5,20.00,0,0,0,0,0
Jitesh Patel (MLT),2022-2022,4,1,0,1,1,1.00,6,16.66,0,0,0,0,0
Jojo Thomas (MLT),2021-2021,1,1,0,1,1,1.00,3,33.33,0,0,0,0,0
MBS Jonkman (NED),2010-2010,3,1,0,1,1,1.00,8,12.50,0,0,0,0,0
GE Kidd (IRE),2010-2010,1,1,1,1,1*,-,1,100.00,0,0,0,0,0
H Klazinge (NAM),2023-2024,6,3,2,1,1,1.00,4,25.00,0,0,0,0,0
DS Kulkarni (IND),2016-2016,2,1,1,1,1*,-,1,100.00,0,0,0,0,0
A Lagos (GRC),2019-2019,1,1,1,1,1*,-,4,25.00,0,0,0,0,0
J Lewis (ENG),2005-2007,2,2,1,1,1,1.00,4,25.00,0,0,0,0,0
C Liebenberg (IOM),2020-2020,1,1,0,1,1,1.00,1,100.00,0,0,0,0,0
BG Lister (NZ),2023-2024,12,3,1,1,1,0.50,6,16.66,0,0,1,0,0
J Louw (SA),2008-2009,2,1,1,1,1*,-,1,100.00,0,0,0,0,0
R Mahajan (PHI),2019-2019,3,1,1,1,1*,-,1,100.00,0,0,0,0,0
SI Mahmood (ENG),2006-2009,4,2,2,1,1*,-,2,50.00,0,0,0,0,0
L Makgale (BOT),2023-2023,8,3,1,1,1*,0.50,4,25.00,0,0,2,0,0
V Marghashayam (CZK-R),2023-2023,2,1,1,1,1*,-,1,100.00,0,0,0,0,0
RD McCann (IRE),2012-2012,3,1,0,1,1,1.00,2,50.00,0,0,0,0,0
KD Mehta (CZK-R),2021-2021,3,1,0,1,1,1.00,2,50.00,0,0,0,0,0
NSK Mehta (Belg),2020-2021,9,2,0,1,1,0.50,3,33.33,0,0,1,0,0
S Mills (IOM),2020-2020,1,1,1,1,1*,-,3,33.33,0,0,0,0,0
Mirza Ahmed (KUW),2023-2024,6,2,2,1,1*,-,2,50.00,0,0,0,0,0
T Misi (Samoa),2024-2024,2,1,0,1,1,1.00,1,100.00,0,0,0,0,0
Mohammad Asaduzzaman (FIN),2022-2022,9,2,1,1,1*,1.00,2,50.00,0,0,1,0,0
Mohammad Atif (ESP),2022-2024,6,1,0,1,1,1.00,2,50.00,0,0,0,0,0
Mohammad Waheed (HKG),2023-2023,1,1,1,1,1*,-,1,100.00,0,0,0,0,0
MR Montfort (CAN),2019-2019,1,1,1,1,1*,-,1,100.00,0,0,0,0,0
A Mucyodusenge (RWN),2022-2022,1,1,0,1,1,1.00,10,10.00,0,0,0,0,0
Muhammed Shanil (UAE),2016-2016,1,1,1,1,1*,-,3,33.33,0,0,0,0,0
E Munkhbat (MNG),2023-2023,2,2,0,1,1,0.50,8,12.50,0,0,1,0,0
M Muralidaran (SL),2006-2010,12,2,0,1,1,0.50,5,20.00,0,0,1,0,0
Murat Ipek (TKY),2023-2023,4,2,0,1,1,0.50,2,50.00,0,0,1,0,0
Musawar Shah (QAT),2019-2024,14,3,3,1,1*,-,1,100.00,0,0,0,0,0
K Nagnama (CIV),2024-2024,2,2,0,1,1,0.50,9,11.11,0,0,1,0,0
AR Nair (Bhm),2024-2024,1,1,0,1,1,1.00,1,100.00,0,0,0,0,0
M Nasim Baras (AFG),2015-2015,3,1,0,1,1,1.00,2,50.00,0,0,0,0,0
R Neale (LUX),2019-2019,3,2,0,1,1,0.50,6,16.66,0,0,1,0,0
EM Nino (Arg),2021-2021,2,1,1,1,1*,-,1,100.00,0,0,0,0,0
ML Nkala (ZIM),2006-2006,1,1,0,1,1,1.00,3,33.33,0,0,0,0,0
VM Nyauchi (ZIM),2022-2022,2,1,1,1,1*,-,3,33.33,0,0,0,0,0
Obed Yosef (VAN),2022-2023,8,1,1,1,1*,-,3,33.33,0,0,0,0,0
S Ogundipe (NGA),2021-2021,4,1,1,1,1*,-,3,33.33,0,0,0,0,0
MS Panesar (ENG),2007-2007,1,1,0,1,1,1.00,2,50.00,0,0,0,0,0
AJ Parmar (NOR),2024-2024,8,2,2,1,1*,-,3,33.33,0,0,0,0,0
SD Parry (ENG),2014-2015,5,1,0,1,1,1.00,1,100.00,0,0,0,0,0
MDK Perera (SL),2011-2011,3,2,0,1,1,0.50,6,16.66,0,0,1,0,0
J Pook (Blz),2024-2024,3,2,0,1,1,0.50,5,20.00,0,0,1,0,0
DBL Powell (WI),2007-2007,5,1,1,1,1*,-,1,100.00,0,0,0,0,0
EC Rainsford (ZIM),2010-2010,2,1,1,1,1*,-,2,50.00,0,0,0,0,0
Rashid Hashmi (CRT),2024-2024,1,1,0,1,1,1.00,14,7.14,0,0,0,0,0
Riyaz Kajalwala (CYP),2022-2022,2,2,1,1,1,1.00,9,11.11,0,0,0,0,0
WJR Robertson (JER),2019-2019,6,2,2,1,1*,-,2,50.00,0,0,0,0,0
P Sadev (ITA),2022-2022,4,1,0,1,1,1.00,4,25.00,0,0,0,0,0
SMLD Samarakoon (SL),2023-2023,1,1,0,1,1,1.00,3,33.33,0,0,0,0,0
O Sam Arthur (CRC),2019-2019,3,2,1,1,1,1.00,1,100.00,0,0,0,0,0
Sandeep Sharma (IND),2015-2015,2,1,1,1,1*,-,1,100.00,0,0,0,0,0
Sayed Shirzad (AFG),2015-2019,4,1,0,1,1,1.00,2,50.00,0,0,0,0,0
Seif Athumani (TAN),2024-2024,1,1,1,1,1*,-,6,16.66,0,0,0,0,0
ZK Shem (VAN),2019-2019,5,2,2,1,1*,-,4,25.00,0,0,0,0,0
B Shikongo (NAM),2019-2024,33,3,1,1,1*,0.50,6,16.66,0,0,2,0,0
SPS Shikongo (NAM),2024-2024,4,1,1,1,1*,-,1,100.00,0,0,0,0,0
PM Siddle (AUS),2009-2010,2,1,1,1,1*,-,1,100.00,0,0,0,0,0
KM Silva (BRA),2019-2019,3,2,0,1,1,0.50,6,16.66,0,0,1,0,0
Sohail Khan (PAK),2008-2017,5,1,1,1,1*,-,1,100.00,0,0,0,0,0
Sohrawordi Shuvo (BAN),2010-2010,1,1,1,1,1*,-,3,33.33,0,0,0,0,0
Sukhkaran Sahi (ROM),2022-2023,5,1,0,1,1,1.00,2,50.00,0,0,0,0,0
Syed Rehmatullah (MAS),2022-2022,7,2,2,1,1*,-,3,33.33,0,0,0,0,0
B Terbish (MNG),2023-2024,4,4,1,1,1*,0.33,16,6.25,0,0,3,0,0
EP Thompson (NZ),2008-2008,1,1,1,1,1*,-,1,100.00,0,0,0,0,0
Toqeer Ahmad (DEN),2024-2024,6,2,0,1,1,0.50,4,25.00,0,0,1,0,0
TE Tucker (BER),2008-2008,1,1,0,1,1,1.00,5,20.00,0,0,0,0,0
I Uboh (NGA),2024-2024,10,2,2,1,1*,-,4,25.00,0,0,0,0,0
R van der Merwe (Arg),2019-2019,5,2,2,1,1*,-,1,100.00,0,0,0,0,0
H Virdee (LUX),2023-2023,1,1,1,1,1*,-,1,100.00,0,0,0,0,0
